Symbol,CIK,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding
TTWO,946581.0,18339260000.0,769768000.0,65.83,0.333,56.32,0.0,0.0,1.66,32.42,-0.0244,0.0528,0.0119,-0.0164,4329200000.0,2040010000.0,1.66,-0.497,0.624,133.49,65.83,15.67,3.941,1.865,4.61,28.92,0.709,177.71,90.0,104.76,117.12,167819000.0
TWST,1581280.0,1344188000.0,-220027504.0,13.22,0.0,0.0,-3.719,3.887,-0.992,-1.101,-0.175,-0.312,215790000.0,84235000.0,-3.719,0.0,0.291,33.44,7.05,1.898,5.35,-5.14,1.143,65.13,21.78,25.99,34.01,56645000.0,,,,
TXN,97476.0,163985998000.0,11020000000.0,19.23,2.985,16.09,4.69,0.0272,9.41,21.86,0.437,0.504,0.243,0.627,20028000000.0,13771000000.0,9.41,-0.059,-0.034,183.45,19.23,22.73,7.64,11.0,7.85,13.82,1.015,185.99,141.37,173.79,167.94,906000000.0
UA,1336917.0,5221821000.0,19739000.0,22.0,1.908,4.017,0.0,0.0,0.49,11.19,-0.0605,-0.0221,0.0655,7.63,5229656000.0,2420656000.0,0.49,-0.218,0.018,26.2,22.0,20.45,0.811,2.278,0.889,9.02,1.482,17.75,5.74,9.44,8.44,229098000.0
UAL,100517.0,16647173000.0,4933000000.0,23.15,1.058,20.89,0.0,0.0,2.2,136.19,0.0164,0.0551,0.0228,0.124,44955001000.0,13096000000.0,2.2,0.986,0.514,57.38,23.15,6.8,0.309,2.677,0.77,48.45,1.369,53.26,30.54,44.41,41.15,326928000.0
UBER,1543151.0,67610501000.0,-1339000064.0,3.139,0.0,0.0,-3.325,14.84,-0.304,-0.0771,-0.0412,-0.817,29048001000.0,6227000000.0,-3.325,0.0,0.722,45.76,400.0,1.802,8.77,2.1,-8.03,1.248,42.56,19.89,27.92,27.06,1994410000.0,,,
UBS,1610520.0,67603575000.0,9.52,1.725,18.3,0.55,0.0127,2.25,10.59,0.221,0.278,0.0069,0.13,34533999000.0,34534000000.0,2.25,0.31,-0.087,22.65,9.52,8.45,1.625,1.051,1.125,21.85,13.8,19.51,17.21,3107730000.0,,,
UHAL,4457.0,13660754000.0,2301036000.0,12.64,0.0,32.97,0.0,0.0038,5.51,30.11,0.179,0.269,0.0576,0.178,5903341000.0,2123629000.0,5.51,-0.141,0.023,67.5,12.64,2.072,2.016,2.716,7.0,0.979,70.07,44.76,63.46,55.1,196078000.0,
UL,217410.0,127286149000.0,10923000000.0,20.43,2.56,7.91,1.716,0.0351,2.46,21.9,0.104,0.175,0.0792,0.304,56276001000.0,22185000000.0,2.46,-0.05,0.149,47.3,20.43,17.54,2.275,6.0,2.745,14.12,0.159,51.67,41.78,50.63,47.01,2532050000.0
ULTA,1403568.0,26356255000.0,1807575000.0,22.79,1.847,37.67,0.0,0.0,22.73,186.62,0.123,0.161,0.184,0.609,9711195000.0,3757531000.0,22.73,0.355,0.172,519.48,22.79,19.05,2.384,12.48,2.641,14.15,1.321,528.64,330.8,479.43,421.32,50881000.0
UNH,731766.0,441031393000.0,31835001000.0,22.29,1.657,86.01,6.4,0.0133,21.18,341.22,0.0621,0.0877,0.0776,0.254,324161995000.0,79617000000.0,21.18,0.179,0.123,598.3,22.29,21.6,1.565,6.74,1.626,16.82,0.728,556.38,440.1,513.27,515.27,934349000.0
UNM,5513.0,8374924000.0,1935433000.0,6.52,2.5,46.5,1.29,0.0318,6.5,59.76,0.11,0.152,0.0173,0.128,11991000000.0,3933800000.0,6.5,0.784,0.009,46.15,6.52,6.29,0.655,0.909,0.943,1.088,46.27,25.22,40.92,38.19,197755000.0,
UNP,100885.0,128468828000.0,12163000000.0,18.64,2.105,19.85,5.08,0.025,11.21,39.95,0.281,0.399,0.0961,0.532,24875000000.0,13451000000.0,11.21,0.002,0.078,221.78,18.64,17.95,5.34,11.39,6.86,13.3,1.135,274.06,182.58,209.97,214.88,614801000.0
UPS,1090727.0,170566287000.0,18594001000.0,14.52,2.032,22.82,6.08,0.035,13.2,115.2,0.115,0.153,0.137,0.678,100338000000.0,26846000000.0,13.2,0.126,-0.027,193.45,14.52,14.53,1.551,9.39,1.701,9.51,1.12,223.07,153.51,180.3,180.82,729821000.0
UPST,1647639.0,1809491000.0,21916000.0,21.46,8.78,0.0,0.0,1.03,12.12,0.0055,0.0118,0.0042,0.0077,1007179000.0,734284000.0,1.03,2.091,-0.299,14.54,21.46,10.56,1.289,1.946,1.316,161.0,12.01,16.59,29.49,81877000.0,,,
URI,1067701.0,31486482000.0,3623000000.0,14.84,0.862,101.82,0.0,0.013,30.59,164.66,0.181,0.28,0.0916,0.323,11642000000.0,5023000000.0,30.59,0.383,0.187,443.5,14.84,10.41,2.227,4.016,3.235,7.01,1.828,466.01,230.54,377.69,314.41,69360000.0
USAU,27093.0,35572300.0,-12041350.0,0.0,2.419,0.0,0.0,-2.137,0.0,0.0,0.0,-0.317,-0.456,0.0,0.0,-2.137,0.0,0.0,16.83,1.677,-2.145,1.233,10.1,3.5,4.593,4.307,8363700.0,,,,,
USEG,101594.0,60808000.0,5047000.0,0.0,3.21,0.068,0.037,-0.529,1.724,-0.0188,-0.0626,-0.0193,-0.0134,33755000.0,3766000.0,-0.529,8.24,5.67,3.75,1.75,0.742,1.937,7.2,0.929,8.2,2.17,2.43,3.226,25023800.0,,,
UTHR,1082554.0,11521866000.0,1031000000.0,17.42,1.024,100.13,0.0,0.0,14.51,41.08,0.38,0.527,0.113,0.169,1860000000.0,1563000000.0,14.51,0.436,0.16,286.33,17.42,14.53,6.76,2.801,5.9,11.1,0.668,283.09,158.38,269.82,233.14,45577000.0
V,1403161.0,483684942000.0,21156999000.0,32.14,1.628,16.98,1.65,0.0078,7.16,14.55,0.503,0.671,0.151,0.415,30187000000.0,28567000000.0,7.16,0.084,0.124,260.65,32.14,25.64,15.02,12.7,15.55,23.33,0.941,234.3,174.19,215.33,205.19,1624950000.0
VCTR,1570827.0,2082443000.0,429232000.0,7.58,15.58,0.92,0.0325,4.01,12.87,0.332,0.444,0.112,0.303,882407000.0,480953000.0,4.01,0.01,-0.084,31.4,7.58,6.46,2.107,1.742,3.164,8.33,1.196,35.59,21.82,28.53,27.37,68479000.0,
VEEV,1393052.0,27100611000.0,498370000.0,70.19,1.275,21.97,0.0,0.0,2.48,13.43,0.191,0.226,0.0778,0.128,2077170000.0,1347099000.0,2.48,0.031,0.16,210.07,70.19,37.45,12.73,7.84,11.48,47.84,0.861,239.67,151.02,169.81,181.85,140923000.0
VEON,1468091.0,1149537000.0,2859000000.0,3.364,-0.63,0.338,0.0,0.174,0.19,4.438,0.0557,0.189,0.0574,0.265,7888000000.0,5908000000.0,0.19,0.333,0.056,2.7,3.364,0.12,1.539,1.399,2.989,1.708,1.57,0.24,0.533,0.467,1749130000.0,
VERU,863894.0,464389000.0,-83013968.0,0.0,1.004,0.0,0.0,-0.348,0.491,-2.129,-2.115,-0.331,-0.719,39354400.0,30591400.0,-0.348,0.0,-0.835,15.75,117.65,10.47,5.22,9.08,-4.526,-0.266,24.55,4.34,5.58,11.0,80623000.0,,
VICI,1705696.0,35827757000.0,1248087000.0,33.0,22.54,1.47,0.0452,1.05,2.836,0.353,0.553,0.0284,0.0471,2251798000.0,1478404000.0,1.05,0.214,1.061,37.99,33.0,14.01,14.52,1.517,21.12,37.35,1.002,35.07,25.19,33.33,31.94,1033990000.0,
VIRT,1592386.0,3245011000.0,7.87,-9.42,16.42,0.96,0.0495,2.44,19.34,0.132,0.28,0.0448,0.268,2011807000.0,1087065000.0,2.44,-0.698,-0.364,21.29,7.87,6.43,1.496,1.492,2.49,6.33,0.0091,37.47,18.41,20.81,23.16,99802000.0,
VJET,1582581.0,20476200.0,-6680000.0,0.0,2.687,0.0,0.0,-0.456,3.977,-0.364,-0.309,-0.0834,-0.403,27951000.0,7950000.0,-0.456,0.0,0.161,7.01,0.666,0.985,1.372,-9.79,1.61,7.45,2.02,2.388,3.561,8305800.0,,,
VLO,1035002.0,49381642000.0,18204332000.0,4.411,0.213,56.84,3.92,0.0299,29.04,446.54,0.0654,0.0893,0.143,0.546,176383001000.0,19224000000.0,29.04,2.308,0.213,159.6,4.411,6.18,0.28,2.107,0.315,3.502,1.633,160.16,77.77,129.86,120.94,385523000.0
VMW,1124610.0,51804246000.0,2734000000.0,36.46,1.943,1.898,0.0,0.0,3.34,31.22,0.107,0.163,0.042,0.255,13166000000.0,10580000000.0,3.34,-0.426,0.007,139.52,36.46,16.05,3.974,65.74,4.599,18.47,0.799,136.85,91.53,122.3,115.88,425427000.0
VOD,839923.0,31884612000.0,12984001000.0,13.87,0.606,19.78,0.09,0.0849,0.79,16.22,0.0451,0.118,0.0219,0.0447,46021001000.0,15006000000.0,0.79,0.032,0.02,14.43,13.87,9.14,0.628,0.499,2.02,4.532,0.603,17.74,9.94,10.87,13.19,2716770000.0
VRRM,1682745.0,2303594000.0,304691000.0,31.37,1.303,0.0,0.0,0.49,4.695,0.115,0.237,0.0671,0.38,725508000.0,352074000.0,0.49,0.071,0.219,19.5,31.37,12.61,2.876,10.79,4.552,10.34,1.223,18.13,12.7,14.68,15.5,149876000.0,
VRTX,875320.0,77269123000.0,3353100000.0,24.22,0.413,50.77,0.0,0.0,12.43,34.05,0.376,0.369,0.137,0.29,8700600000.0,3619100000.0,12.43,0.095,0.177,329.71,24.22,19.72,9.1,6.15,8.18,16.84,0.438,325.19,225.28,305.56,289.35,256691000.0
VSCO,1856437.0,3537802000.0,897000000.0,8.4,2.901,0.0,0.0,5.21,77.14,0.0648,0.0952,0.0909,1.635,6499000000.0,3228000000.0,5.21,-0.642,-0.085,48.0,8.4,9.18,0.492,15.47,0.965,7.43,65.2,26.14,40.39,38.21,80827000.0,,
VTRS,1792044.0,14552159000.0,5998500000.0,18.18,15.82,0.48,0.0394,0.66,13.81,0.048,0.191,0.0381,0.0399,16728300000.0,7749900000.0,0.66,0.126,-0.101,15.11,18.18,3.353,0.808,0.681,1.934,6.97,1.183,14.97,8.33,11.39,10.55,1212680000.0,
VZ,732712.0,174334525000.0,47566000000.0,8.2,5.51,21.7,2.585,0.0629,5.06,32.56,0.155,0.223,0.051,0.248,136834998000.0,77702000000.0,5.06,0.409,0.035,44.93,8.2,7.39,1.169,1.798,2.427,7.19,0.352,53.08,32.79,39.43,43.32,4199820000.0
W,1616707.0,6880446000.0,-998000000.0,23.5,-22.34,0.0,0.0,-4.478,117.24,-0.0956,-0.0953,-0.181,0.0,12369000000.0,3895000000.0,-4.478,-0.551,-0.09,51.28,104.17,0.321,0.582,-8.94,3.058,156.04,28.11,41.94,48.72,81431000.0,,,
WB,1595761.0,5776545000.0,568788000.0,94.68,4.848,13.72,0.0,0.0,0.25,8.55,0.0296,0.256,0.0464,0.012,2004621000.0,1853242000.0,0.25,-0.657,-0.253,22.8,94.68,7.81,2.098,1.357,1.864,8.55,0.505,32.86,10.02,19.19,18.92,236562000.0
WBA,1618921.0,31360645000.0,3740000000.0,7.23,12.0,23.86,1.915,0.0516,5.03,153.02,-0.0224,0.0156,0.0136,-0.113,132183998000.0,28266000000.0,5.03,-0.76,-0.015,41.32,7.23,8.8,0.251,1.161,0.471,10.52,0.743,47.93,30.01,38.46,38.56,862504000.0
WBD,1437107.0,37397361000.0,4382000000.0,8.51,1.389,19.98,0.0,0.0,1.81,17.68,-0.201,-0.0454,-0.0087,-0.162,25995999000.0,7576000000.0,1.81,2.267,2.118,20.36,8.51,149.25,0.934,0.55,2.851,6.45,1.514,31.12,8.82,11.77,13.66,2428400000.0
WDC,106040.0,13810936000.0,1739000000.0,15.23,490.33,38.1,0.0,0.0434,2.84,50.01,-0.0059,0.0554,0.0213,-0.0077,15751999000.0,5874000000.0,2.84,-0.959,-0.357,45.58,15.23,94.34,0.585,0.937,0.936,6.07,1.546,63.26,29.73,36.54,43.2,317650000.0
WDFC,105132.0,2389380000.0,90152000.0,38.4,2.35,14.08,3.17,0.0183,4.58,37.32,0.123,0.161,0.119,0.322,508967000.0,254765000.0,4.58,-0.239,-0.073,156.67,38.4,31.25,4.335,12.09,4.619,25.19,-0.181,216.9,144.45,168.58,178.71,13587600.0
WE,1813756.0,1529872000.0,-824196992.0,-4.29,0.0,0.0,-7.77,4.29,-0.737,-0.476,-0.046,0.0,3115127000.0,1968007000.0,-7.77,0.0,0.236,6.58,0.43,6.61,-14.26,1.536,8.08,1.02,1.838,3.971,792680000.0,,,,,
WEN,30697.0,4790978000.0,458217000.0,13.55,2.262,2.054,0.495,0.0448,1.66,7.59,0.115,0.199,0.038,0.384,1631400000.0,720486000.0,1.66,0.319,0.152,24.9,13.55,24.51,3.035,11.34,4.193,17.5,0.916,23.78,15.47,22.61,20.35,213027000.0
WHG,1165002.0,101043000.0,3594000.0,75.06,0.0,14.2,0.6,0.0471,0.16,8.6,0.0194,0.0193,0.0061,0.0114,67616000.0,30522000.0,0.16,-0.988,-0.137,75.06,1.308,0.809,0.358,6.73,1.216,18.34,9.43,11.89,12.55,8413200.0,,
WING,1636222.0,4904794000.0,88530000.0,116.28,7.02,-13.59,0.7,0.0047,1.41,10.87,0.13,0.241,0.146,0.0,324682000.0,141097000.0,1.41,0.179,0.409,161.94,116.28,84.03,14.09,16.45,61.86,1.571,170.87,67.49,151.06,122.26,29916400.0,
WIT,1123799.0,26762287000.0,155276001000.0,19.55,1.247,137.75,6.0,0.0155,0.25,161.03,0.129,0.148,0.0747,0.161,881572970000.0,225904000000.0,0.25,0.026,0.144,4.32,19.55,15.9,0.0295,3.032,0.0289,0.136,0.709,7.98,4.364,4.831,5.22,5475660000.0
WLDS,1887673.0,9343000.0,-3927000.0,-0.078,0.0,0.0,0.006,0.0,-62.62,-1.344,-4.838,63000.0,132000.0,0.0,0.0,-0.738,128.43,16.36,170.82,-2.626,5.85,0.426,0.583,0.83,15045100.0,,,,,,,
WM,823768.0,62006653000.0,5466000000.0,28.03,2.639,16.74,0.0,0.0168,5.39,47.72,0.114,0.174,0.0709,0.32,19698000000.0,7404000000.0,5.39,0.007,0.055,170.53,28.03,26.74,3.449,9.75,4.233,15.61,0.742,174.64,136.39,158.93,160.1,410477000.0
WMT,104169.0,379385807000.0,34894000000.0,43.29,3.834,26.75,2.23,0.0158,3.25,218.82,0.0149,0.0401,0.0611,0.106,600111972000.0,143754000000.0,3.25,0.237,0.087,161.56,43.29,22.57,0.653,5.47,0.749,17.5,0.525,159.88,116.32,145.45,136.92,2696800000.0
WOOF,1826470.0,3079354000.0,446397000.0,33.09,8.76,0.0,0.0,0.35,22.52,0.0146,0.0429,0.0245,0.0371,5972365000.0,2426610000.0,0.35,-0.649,0.04,14.08,33.09,13.21,0.448,1.201,0.96,15.02,0.867,22.75,8.72,10.4,13.47,228129000.0,
WSM,719955.0,8962635000.0,1760807000.0,8.19,0.883,21.23,3.05,0.0224,16.43,125.4,0.135,0.178,0.214,0.795,8722367000.0,3631963000.0,16.43,0.131,0.071,126.83,8.19,7.6,0.889,5.43,1.03,5.1,1.557,174.6,99.7,121.4,129.04,66567000.0
WT,880631.0,845415000.0,60347000.0,18.61,2.135,0.12,0.0206,0.31,2.107,0.168,0.199,0.0363,0.121,301345000.0,131031000.0,0.31,12.79,-0.074,6.21,18.61,15.87,2.561,2.883,2.637,38.35,1.454,6.3,4.574,5.53,5.35,146519000.0,
WWE,1091907.0,6736839000.0,357871000.0,34.96,2.22,6.33,0.48,0.0056,2.59,17.07,0.173,0.239,0.152,0.523,1276480000.0,487853000.0,2.59,-0.058,0.191,95.82,34.96,26.32,4.219,11.63,4.442,14.15,1.107,93.63,52.4,79.89,71.05,43300100.0
WYNN,1174922.0,11664544000.0,458980000.0,0.528,-6.79,0.0,0.0505,-5.74,33.21,-0.167,-0.0574,-0.0112,-5.61,3794113000.0,2035483000.0,-5.74,0.0,-0.105,102.71,116.28,2.537,13.94,5.29,52.27,1.959,105.47,50.2,90.39,70.38,113314000.0,,
XOM,34088.0,456081867000.0,91127996000.0,8.43,1.689,47.78,3.55,0.0325,13.26,95.68,0.139,0.177,0.126,0.304,402217009000.0,130649000000.0,13.26,0.486,0.144,125.85,8.43,9.08,1.115,2.268,1.203,5.32,1.097,117.78,71.98,109.88,98.81,4082000000.0
XPEV,1810997.0,8771054000.0,-7897026560.0,45.91,0.0,0.0,-1.031,35.45,-0.266,-0.288,-0.0817,-0.194,30270777000.0,2657144000.0,-1.031,0.0,0.193,14.96,0.292,1.543,0.194,-0.933,2.846,41.33,6.18,10.03,17.2,856691000.0,,,,
XYL,1524472.0,18755637000.0,814000000.0,59.12,2.644,17.84,1.18,0.0114,1.76,29.62,0.0598,0.108,0.0445,0.101,5339000000.0,1979000000.0,1.76,-0.894,0.091,114.9,59.12,36.36,3.735,6.43,4.106,33.11,1.092,118.58,71.65,109.86,95.11,180256000.0
YUM,1041061.0,35777192000.0,2242000000.0,28.93,2.661,-30.08,0.57,0.0177,4.39,23.25,0.191,0.311,0.214,0.0,6713000000.0,3166000000.0,4.39,-0.349,0.021,141.35,28.93,25.97,5.47,7.17,20.83,0.998,132.24,103.49,128.7,118.92,281688000.0,
YUMC,1673358.0,24420966000.0,1179000000.0,29.04,1.477,15.32,0.48,0.0082,2.01,23.11,0.0884,0.0589,0.031,0.128,9772000000.0,1829000000.0,2.01,1.042,0.051,476.34,29.04,25.32,2.395,3.188,2.037,18.88,0.532,63.06,33.3,57.33,48.77,418418000.0
Z,1617640.0,10584826000.0,-350424992.0,0.73,19.33,0.0,0.0,-2.245,32.73,-0.0359,-0.056,-0.0322,-0.123,8073376000.0,1758099000.0,-2.245,-0.25,-0.122,40.5,27.93,1.06,1.963,0.911,-21.88,1.649,65.88,26.14,38.31,35.88,173312000.0,,
ZBH,1136869.0,26909321000.0,2457600000.0,92.92,1.078,57.33,0.96,0.0074,1.38,33.11,0.0333,0.221,0.043,0.0234,6939900000.0,5163900000.0,1.38,0.331,-0.104,131.27,92.92,18.28,3.309,2.198,4.083,20.87,1.017,134.19,99.98,124.71,115.22,209852000.0
ZEUS,917470.0,531564000.0,181768000.0,4.929,0.46,46.06,0.29,0.0078,9.69,231.08,0.042,0.0609,0.101,0.245,2664532000.0,510201000.0,9.69,-0.731,-0.051,34.5,4.929,13.66,0.131,0.715,0.236,3.447,1.776,49.0,22.15,37.08,30.91,11129900.0
ZIONL,109380.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.17,24.21,25.66,25.91,0.0,,,,,,,,,,,,,,,
ZLAB,1704292.0,3964116000.0,-518284992.0,11.52,0.0,0.0,-5.84,2.055,0.0,-2.677,-0.217,-0.441,196610000.0,-481233000.0,-5.84,0.0,0.335,83.48,17.13,3.106,12.53,-4.723,1.208,61.29,20.98,37.56,36.78,97909000.0,,,,
ZM,1585521.0,23251290000.0,764869000.0,33.42,10.95,19.69,0.0,0.0,2.38,14.59,0.161,0.16,0.0586,0.129,4346533000.0,3045310000.0,2.38,-0.856,0.049,85.36,33.42,20.53,4.721,3.719,3.759,23.41,-0.265,152.69,63.55,71.23,88.46,245652000.0
ZS,1713683.0,19187407000.0,-292465984.0,2.115,2.991,0.0,0.0,-2.674,8.57,-0.302,-0.264,-0.0787,-0.765,1215977000.0,850109000.0,-2.674,0.0,0.542,170.29,99.01,13.9,41.18,14.11,-64.71,0.888,290.47,99.64,119.3,149.44,144212000.0,,
